,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F13,F14,F15,F16,F17,F18,F19,F20,F21,F23,F24,F26,F28,F29,F30,F36,F38
SCRN2,20.196383,20.77951,19.943293,20.258318,20.383886,22.111681,19.561975,20.664513,21.097044,18.28704,20.49437,17.472332,22.23366,19.01711,18.996048,22.928501,20.211569,19.619328,21.476728,18.83413,17.295525,19.236063,17.661516,19.19718,18.577314,16.272661,19.650213,16.788624
STUB1,18.785196,21.71438,20.385473,20.848232,19.337326,20.595203,21.0845,19.885765,20.977121,20.815556,20.714962,20.700525,21.64955,21.191557,20.493017,20.401062,21.219471,20.896275,21.032022,18.929699,20.030024,20.275867,20.845175,19.97334,21.072311,21.258575,21.152082,20.956238
CLTA,23.888914,24.518967,23.679234,23.323057,23.694544,23.770481,23.378883,22.658966,24.377321,23.610569,24.101961,24.039762,24.505005,23.475409,23.664446,24.057865,24.347267,25.251339,25.017944,23.505863,23.710257,23.949987,24.20532,23.799337,23.74168,24.738401,23.820625,24.69561
MYL6B,18.17424,19.807323,19.819834,19.236317,20.263157,16.70299,17.558971,19.096672,16.211367,17.490692,16.757044,16.353617,19.009083,19.242085,15.65278,18.072107,16.645296,19.269428,19.439352,17.526676,19.221485,17.091217,18.729979,19.094406,18.16535,19.188076,19.23086,19.340122
IGKV3D-20,23.350954,21.892582,23.423647,23.486464,22.281965,22.21358,24.432014,23.064697,22.00088,23.993044,22.300562,22.61737,23.500193,23.121653,23.587038,19.95163,22.489597,21.501717,21.874935,20.672066,19.305103,21.133368,21.847584,22.283535,22.3619,23.012373,20.693264,19.404467
TAX1BP3,20.553627,22.4926,21.361832,20.337488,19.744364,23.167393,21.920145,21.790323,22.504436,21.804867,22.482029,21.659775,21.99642,21.463318,20.498907,25.859581,21.802908,21.171192,21.632368,21.043903,19.406248,17.873251,19.24771,19.026587,20.12647,19.811752,19.121792,19.952168
ACP2,20.193024,21.220581,21.192852,20.280052,20.143238,21.722303,20.138208,17.25199,20.154423,17.95141,20.261953,20.636488,21.269796,20.363697,20.107141,20.117107,20.265446,20.697504,19.524464,18.52768,19.904205,19.951662,20.641949,18.125677,19.962074,18.842741,18.870153,18.037304
HNMT,22.880943,22.707033,22.97099,22.11367,21.941702,22.674917,21.941137,22.372047,21.967785,22.32689,22.58976,22.271997,21.895252,21.505037,20.977571,22.46127,21.195168,21.547665,22.127396,20.874891,21.587591,20.791042,21.91551,22.623892,22.12316,21.786945,22.154257,21.922974
LPCAT1,20.86335,20.085814,21.371159,19.495089,19.689613,19.227829,21.55267,19.607742,19.678213,21.067919,20.983595,21.871716,19.647562,21.852383,20.973545,16.997452,19.892946,21.926386,20.35517,20.13289,18.66188,19.883028,19.932434,18.81674,19.3301,19.413794,20.693836,19.039198
CSNK2A2,22.279154,21.574926,19.77129,20.776361,20.530474,19.482716,19.858734,19.996353,20.410904,20.635885,20.757484,20.99435,21.09087,20.66697,20.094868,19.390163,20.446896,20.485695,20.555328,19.539766,19.725378,19.263105,19.657072,19.232077,19.026648,19.611032,19.706524,19.403976
POF1B,20.175922,19.952408,19.54105,20.78805,18.367023,19.950518,20.289309,22.493816,18.694712,19.903679,19.149443,19.377335,18.548552,19.366077,18.93027,17.35103,19.310652,18.244953,18.161623,19.051159,18.726372,18.786602,19.358906,18.077127,17.908884,19.788248,17.817308,20.167461
GLO1,22.759624,22.525381,23.512262,22.241488,23.390476,22.487246,22.28515,21.921585,17.863861,19.036356,22.833452,23.064322,22.476965,21.748007,22.115126,22.057878,22.625145,21.692614,22.4738,21.798927,23.336535,22.410917,22.55804,23.591803,22.670563,22.980494,22.699461,22.902756
RPL22,24.851427,24.683815,23.899948,24.436909,23.319122,24.703325,23.91934,23.833023,23.757303,24.218063,23.895592,23.97555,24.537724,24.226511,24.197876,24.205736,24.731983,25.63641,23.8923,24.60244,23.712585,23.268969,24.035727,22.25939,23.402493,22.944948,24.565275,23.294758
DLGAP4,20.142214,19.926048,20.653753,20.203445,20.17204,19.622581,19.485945,19.588013,20.249481,19.9566,19.971804,20.062761,19.10109,19.972948,16.20153,14.977772,18.170752,18.786343,19.752794,16.307278,20.689482,19.213514,19.777885,19.017939,19.272085,19.930462,19.847973,20.33554
HINT2,22.79507,21.790443,20.885077,19.903921,20.839827,20.929571,20.473576,20.390902,21.428001,20.76682,20.916992,19.626627,17.588556,17.762056,17.988716,19.619822,18.811045,21.37185,18.099283,20.375633,19.028143,21.116863,21.512007,20.591251,20.058018,21.423767,21.111166,21.99065
PPP3R1,20.213665,19.566254,20.480703,20.283377,19.571962,19.325039,19.529491,18.668167,19.134722,19.713234,20.420914,20.425539,19.724106,18.086037,20.199753,18.211712,21.426659,20.837683,21.409206,18.90904,17.697132,19.366213,21.68213,20.737354,20.53932,22.883553,21.1675,22.767534
THUMPD1,18.7243,19.64475,19.97949,19.794922,19.907345,20.49776,20.810799,20.173166,19.716663,21.428411,20.413378,19.412298,20.386835,20.796995,19.498608,18.996239,19.360134,18.885618,20.556625,19.409746,20.99654,18.703823,18.08777,18.3795,18.933138,19.35672,19.558628,19.3422
APOB,22.020546,21.046814,21.479393,19.321743,20.431442,17.99555,17.149296,18.675447,19.599857,17.207277,19.97623,20.61349,19.972609,20.00414,21.996689,18.790503,21.307304,21.243917,19.766806,19.521048,20.547506,21.07742,20.676641,22.495243,21.757544,20.8469,20.548512,20.914959
AK2,23.12647,22.525064,20.4223,22.475368,22.004435,21.71266,22.06287,22.452541,22.327232,21.808928,22.3733,21.508755,22.2947,23.027338,21.307072,21.411808,21.515963,21.834883,22.342077,21.18217,20.872597,20.740839,20.23088,20.32507,21.305079,19.837927,21.108116,18.639225
UBXN1,21.2413,21.579351,20.366364,22.103653,21.548388,21.275892,21.856432,20.427464,21.44936,21.545519,21.683706,20.364147,22.208576,22.238459,20.667044,21.801315,21.701618,22.342566,21.607943,20.197737,21.156126,19.907358,20.481884,20.211134,19.931528,19.658031,20.736303,20.338013
UROD,19.557411,20.519917,17.71032,21.673086,19.934368,21.578669,22.192623,21.481407,21.515612,22.399426,21.93221,18.719177,21.187204,22.344938,14.998858,18.342722,19.204054,20.664995,21.069809,20.074354,20.934229,18.595587,14.7616205,19.744148,21.024155,19.94558,18.467663,20.175611
RPL31,24.963575,25.016684,24.77862,25.203209,24.868967,24.409733,24.187492,23.006413,24.614073,24.479855,24.383816,24.203585,24.449629,24.43988,23.485304,23.631315,24.49685,25.316763,24.238546,24.995615,25.24552,24.944304,25.0628,23.841227,24.413877,24.132668,25.203405,24.119688
SBSN,16.723145,14.945543,19.816244,20.135712,20.252634,19.168032,19.395369,16.672312,19.411837,19.555325,19.643793,11.504423,12.443249,11.660882,11.970045,18.07396,19.19573,19.284744,13.202606,18.76325,19.674955,19.161858,19.509464,19.101158,16.254698,19.47425,21.421867,18.237041
RAB4B,20.483562,20.03359,20.488943,20.530972,19.445843,21.16519,20.66981,20.128761,20.588898,20.095459,20.541723,19.74275,21.271313,20.420324,20.47665,20.120157,19.909037,19.71539,20.15145,19.162256,20.801874,20.028692,20.942873,20.422863,18.96173,21.288221,20.725372,21.768436
AP3D1,18.829529,19.687223,19.448492,20.023163,21.096539,18.951757,20.297264,20.841919,19.064259,19.430517,20.255865,21.466717,22.164194,21.768185,22.150593,21.187733,22.530113,25.231634,22.87073,24.297056,20.530653,19.615473,19.87539,19.126802,19.15979,20.137417,20.051353,21.260956
PHYHD1,20.087248,19.84436,19.776289,20.111391,20.224054,19.158457,19.376156,18.964262,16.763794,19.525328,20.237743,17.586681,19.034674,19.228558,18.815466,23.460333,19.768206,18.587744,20.62583,18.78109,15.099931,19.105764,19.466513,20.260996,19.141682,16.629768,17.007006,19.636215
MLLT4,20.9556,20.478628,20.45718,21.652441,19.241276,21.357752,22.708597,20.544123,22.428318,22.753542,21.939312,20.538042,22.087866,22.622013,20.156305,14.199203,20.494303,21.40162,22.256865,19.691076,22.404732,21.958326,20.92182,20.133598,21.269617,21.495214,22.49236,21.700195
PLTP,18.746632,20.14643,21.701536,21.125944,17.486166,20.420761,19.359848,17.385778,21.351627,22.380602,19.93375,21.186773,17.431915,20.588871,20.769442,20.057268,17.28352,22.787966,16.027382,17.994415,20.710287,20.070362,20.498587,20.09886,19.407072,23.222588,20.009459,20.015772
ITGB4,19.337933,21.643433,19.907198,19.611122,21.86246,19.98457,18.12712,19.579945,20.933516,20.608772,21.080921,17.21811,18.628471,17.986689,15.714436,20.098963,20.185392,20.021114,19.897943,19.53583,21.974028,21.475883,21.436932,22.087236,16.31471,19.55458,22.16059,19.823763
A2ML1,19.040955,18.053501,19.923534,20.230171,20.37021,19.87272,15.923616,23.044512,17.925295,18.099329,17.280811,19.167421,19.81394,20.369646,19.780745,18.220413,17.122704,19.510902,17.836758,18.272501,18.219086,14.271476,18.755573,20.8674,21.630787,19.565924,19.642159,19.742146
XPNPEP1,20.15998,20.306416,19.64911,20.370909,18.997171,20.68129,20.619965,20.082855,20.446356,20.262157,20.58473,20.702564,20.636189,19.77102,19.158743,21.420158,20.752388,20.409363,19.927454,20.455933,19.354649,18.88141,18.258469,19.37243,18.748344,20.024565,18.919771,17.060747
DDX46,21.859377,21.032028,19.761421,22.46857,21.032513,20.35129,22.246075,20.819761,21.175974,22.491049,21.16587,21.623556,20.941908,21.981758,19.060783,20.152782,21.519527,20.850739,22.250511,20.678143,21.812298,21.263884,21.368073,20.844227,21.286606,21.1923,21.993935,20.1881
GSK3B,20.159119,19.121002,20.688948,20.089012,19.422327,19.585617,20.29,19.296087,20.179209,20.158812,20.334438,21.608807,19.486334,20.379478,19.643454,15.595133,21.040451,19.408783,20.541376,16.78481,20.57485,19.021759,20.792946,19.189438,19.408978,20.180115,19.106539,20.21402
HEBP2,19.707306,22.166817,20.874651,20.495167,21.845165,23.656435,21.674025,21.15351,22.877626,20.622755,22.147238,20.647663,21.958092,21.591116,20.482323,22.475544,19.588106,21.423128,20.880243,21.215096,20.316868,20.26755,18.513329,21.970835,21.348843,20.150898,19.48052,20.62643
OXSR1,20.74569,20.900326,20.530333,21.679766,21.89222,21.446527,21.77599,19.709692,21.288643,21.558275,22.009975,20.541288,21.245256,20.180449,20.642988,20.686152,20.854206,21.75075,21.221182,20.26959,20.291891,22.04671,21.587963,19.44192,21.479645,21.622612,21.706362,21.531178
SUMO2,23.413145,23.392694,23.056158,22.31732,22.982458,23.126291,22.90606,22.242495,22.468239,22.968128,23.32772,22.69897,22.855162,22.515192,22.344267,23.12876,23.30349,24.173622,22.833616,23.589624,22.495687,20.759655,21.759918,21.238916,21.905968,21.000332,22.707874,21.269657
RPL26,23.784979,22.2242,22.641754,22.261295,22.755955,20.467836,20.271029,20.913792,20.976974,21.467615,21.568262,21.835117,19.895117,20.70376,21.100891,19.143814,22.049799,21.42496,20.817844,21.894117,23.257116,22.850708,23.102688,21.627821,22.475643,21.883204,23.994944,22.348053
IRS2,20.154406,21.423498,19.90445,20.221256,20.345839,18.600822,17.069143,17.159863,21.660585,17.383446,19.488626,19.406818,19.94653,18.24367,19.447727,18.193836,19.07324,20.424006,20.222116,18.84338,21.036139,18.952549,17.77785,18.469622,18.079382,20.126383,20.053158,19.989328
UFL1,20.621653,21.930586,21.952358,21.765738,21.299343,20.916817,21.406256,21.094738,21.952347,21.665613,21.723875,21.080381,21.23624,21.320467,21.05908,20.693283,21.804998,21.135275,21.550562,20.688925,22.686405,23.135302,21.969402,21.811712,21.849487,21.72102,22.62621,21.808279
ITGB3,20.201084,19.984812,19.97385,20.264503,20.40373,18.39074,19.560873,19.26124,17.721571,17.691164,19.807846,20.693302,19.353485,20.179785,21.446417,20.051764,20.326906,19.457048,20.083817,19.767706,19.835873,19.09696,19.66362,20.073828,22.027355,18.71761,20.939047,19.787554
EPB42,20.240993,19.368153,21.04286,20.33157,20.465345,17.727142,19.899326,20.991074,17.479471,20.615685,17.754684,18.322,19.42327,20.128004,19.644764,20.712286,20.866846,21.229885,19.31177,20.675732,16.20624,18.97671,19.038744,21.173813,23.185139,19.675518,22.636816,20.07162
GSDMA,19.051268,19.4283,19.685947,19.05702,20.114408,21.272903,19.546194,23.74532,18.019243,18.771471,19.089176,18.864233,15.960643,19.57097,18.701262,17.948956,19.563986,16.910187,19.318684,23.244453,20.063072,19.589218,20.096544,20.31567,20.65906,20.67177,15.706741,21.566496
PSMB6,23.82978,24.701706,23.7982,25.043873,24.285234,23.948242,24.231733,23.650938,24.089909,24.510078,24.112358,22.87034,23.175764,24.00065,22.132553,22.979073,22.453722,21.929857,22.29417,22.72278,24.506815,22.599482,23.344826,23.647167,23.900293,23.636566,23.950941,23.422228
GPRC5B,20.947886,21.739254,19.96141,22.769854,23.058502,21.649616,22.23918,22.402796,21.39992,20.87772,22.212744,21.616665,21.035172,21.886276,20.606993,20.060286,21.610968,21.267233,22.96581,20.612722,21.493406,21.666927,21.841673,22.838324,21.872032,22.408558,19.649439,22.847715
ITPR2,18.404158,20.202509,21.875978,17.467684,19.787752,18.628555,22.023455,19.583328,22.292608,22.138609,20.533506,20.963037,21.349009,22.02856,19.564623,19.158455,20.083197,21.212303,20.502327,17.881327,21.050325,20.749548,19.768099,21.64163,19.539986,16.314684,20.09097,19.533667
REEP5,22.28701,21.872595,21.97625,15.85415,22.675146,22.575928,21.552906,21.511168,22.702927,22.036417,22.701038,22.411053,22.882835,21.777487,22.413631,21.069118,22.937784,23.648026,23.001595,21.179344,22.641983,23.20633,22.883625,23.008514,21.859333,23.022528,22.040163,23.708395
ILK,18.027384,20.469269,21.270973,21.657827,21.29631,18.721872,19.434647,20.435434,20.458155,19.996624,20.954786,20.407776,20.487885,20.331009,20.417946,19.649649,19.714148,20.008818,20.945732,19.711103,21.485596,20.853287,20.599512,20.776966,21.094723,20.13792,21.253023,20.411663
TOMM70A,23.337578,22.44766,22.251589,22.330336,23.513641,21.158913,21.836258,22.02103,22.401882,22.16209,23.295105,21.48646,21.541895,21.500668,22.69042,18.724455,23.537682,22.113697,22.742464,21.490334,21.539162,22.314224,22.592396,21.53469,21.179552,22.162205,23.13127,22.880875
FKBP15,20.111101,19.874472,19.832113,20.15932,20.277384,18.414291,18.300442,18.705563,18.97215,19.518679,19.618324,19.335598,19.671452,19.59439,18.947006,17.023098,18.224907,18.622906,20.322304,18.049643,18.824955,18.373152,18.841364,17.060713,17.432165,16.250093,17.058249,19.639772
APOA2,21.127121,21.558365,24.590197,22.776485,19.784433,20.595823,23.950096,20.715614,21.659595,24.430593,22.308393,22.028973,20.429285,22.576414,20.641157,18.955315,22.524239,22.08374,20.688885,19.412197,22.838268,22.918718,22.255535,23.696655,22.614365,24.72621,17.51076,22.097393
PSPH,20.047585,24.222935,22.148846,22.458683,22.676765,23.57616,22.60022,21.987179,23.703493,22.474884,23.352846,19.996529,21.914951,21.436949,20.439402,20.896296,19.584665,22.313244,21.138319,20.667559,23.217983,19.628971,20.504513,21.69563,22.269659,20.333197,21.818125,20.701107
RPL38,23.039534,22.745422,22.99326,21.497263,21.845076,22.153679,21.7611,22.578913,21.179977,21.005661,21.847988,22.873983,22.261137,22.067797,22.313774,21.623924,22.528,22.54081,22.881836,21.3256,22.932962,22.320156,23.240664,20.791746,22.253689,21.499805,23.414204,22.142117
RPA2,21.212181,21.648972,19.192213,20.414904,20.712797,21.668089,20.86769,20.476389,21.53624,21.036144,21.075851,21.781168,21.603516,21.695032,21.158434,19.500988,21.474215,22.473507,22.493694,20.491247,21.75435,15.724962,15.481439,16.852842,18.286459,15.805178,21.619442,17.708889
ETHE1,20.407545,22.669014,21.487703,22.757174,21.861395,22.668005,22.745497,21.815723,22.895353,22.93162,22.080294,21.249434,22.457859,22.02337,21.28291,20.647984,21.385391,22.709795,21.769846,20.865189,21.196823,20.267942,21.31448,21.730818,21.811626,21.313328,21.202417,21.234571
CHL1,20.123072,19.750301,18.84056,20.170568,19.887005,17.373554,19.430195,18.595638,17.807774,16.351522,18.606838,19.65513,19.407202,16.037783,16.84858,16.516834,18.474691,19.52783,19.761837,19.608843,17.880844,20.581135,19.95465,20.807285,20.66245,20.648403,19.536152,21.215439
DNMT1,20.140694,19.608397,20.133497,21.465202,20.412096,18.339943,19.89844,18.340036,18.973675,20.361845,19.145365,19.05615,18.84767,20.660248,17.183943,18.165192,19.275915,19.353329,19.842432,18.817045,19.945656,17.325554,19.096674,19.134706,19.227951,19.313152,20.182684,18.771065
SWAP70,20.423605,21.608456,21.817232,21.88516,21.907162,21.644363,22.563467,21.61511,22.38813,22.337801,22.237682,21.502083,22.098148,22.168493,20.786081,21.534813,19.798573,22.976091,22.338188,22.491068,22.539652,21.843771,21.829912,21.430017,21.569141,21.865196,21.833326,21.605305
DDX42,21.85414,20.949995,20.49389,21.612349,22.00102,19.78492,21.86974,20.11949,20.7153,20.817566,20.274164,20.491795,19.81482,21.216486,19.100183,17.926567,20.67198,21.408688,20.931488,22.260853,20.768034,19.495543,19.851461,18.500607,18.841755,18.339878,19.947672,18.658628
LRPAP1,22.197035,22.934664,22.864145,20.398891,22.87638,21.617075,21.33307,20.075006,22.58199,22.231724,22.548208,22.102102,22.20155,21.539103,21.571712,19.400421,21.957273,21.380014,22.338665,20.268919,23.413155,21.969418,22.809488,21.882898,22.09989,21.828377,23.515978,22.378565
PGRMC1,23.4194,23.728964,23.772457,23.0078,22.800714,21.35602,22.494324,21.207888,22.352268,22.325552,22.613653,23.092308,22.200994,22.655622,22.890102,22.05609,22.585913,23.161861,21.686949,21.281084,22.876179,23.076197,23.375668,22.98687,21.713726,23.505138,23.227365,22.802618
BPIFB1,20.033628,20.916216,19.058668,20.081923,21.741041,19.063639,20.960167,17.069162,16.948793,24.430258,20.733248,19.099844,19.19408,19.12437,18.64766,17.595833,16.3482,18.095776,17.19906,17.082003,21.135202,14.910741,20.743431,20.991268,19.09866,20.54151,20.967165,20.870361
